start,end,length
2022-12-06 12:00:00,2022-12-06 12:00:00,1
2022-12-06 16:00:00,2022-12-06 16:00:00,1
2022-12-06 21:00:00,2022-12-06 22:00:00,2
2022-12-07 08:00:00,2022-12-07 08:00:00,1
2022-12-07 11:00:00,2022-12-07 13:00:00,3
2022-12-07 15:00:00,2022-12-07 16:00:00,2
2022-12-08 00:00:00,2022-12-10 12:00:00,61
2022-12-10 14:00:00,2022-12-10 15:00:00,2
2022-12-10 17:00:00,2022-12-10 20:00:00,4
2022-12-10 23:00:00,2022-12-11 05:00:00,7
2022-12-11 07:00:00,2022-12-11 19:00:00,13
2022-12-11 21:00:00,2022-12-21 20:00:00,240
2022-12-21 22:00:00,2022-12-22 02:00:00,5
2022-12-22 04:00:00,2022-12-22 04:00:00,1
2022-12-22 06:00:00,2022-12-22 20:00:00,15
2022-12-22 22:00:00,2022-12-23 02:00:00,5
2022-12-23 04:00:00,2022-12-23 04:00:00,1
2022-12-23 06:00:00,2022-12-23 20:00:00,15
2022-12-23 22:00:00,2022-12-24 02:00:00,5
2022-12-24 04:00:00,2022-12-24 04:00:00,1
2022-12-24 06:00:00,2022-12-24 20:00:00,15
2022-12-24 22:00:00,2022-12-25 02:00:00,5
2022-12-25 04:00:00,2022-12-25 04:00:00,1
2022-12-25 06:00:00,2022-12-25 20:00:00,15
2022-12-25 22:00:00,2022-12-26 02:00:00,5
2022-12-26 04:00:00,2022-12-26 04:00:00,1
2022-12-26 06:00:00,2022-12-26 20:00:00,15
2022-12-26 22:00:00,2022-12-27 02:00:00,5
2022-12-27 04:00:00,2022-12-27 04:00:00,1
2022-12-27 06:00:00,2022-12-27 20:00:00,15
2022-12-27 22:00:00,2022-12-28 02:00:00,5
2022-12-28 04:00:00,2022-12-28 04:00:00,1
2022-12-28 06:00:00,2022-12-28 20:00:00,15
2022-12-28 22:00:00,2022-12-29 02:00:00,5
2022-12-29 04:00:00,2022-12-29 04:00:00,1
2022-12-29 06:00:00,2022-12-29 20:00:00,15
2022-12-29 22:00:00,2022-12-30 02:00:00,5
2022-12-30 04:00:00,2022-12-30 04:00:00,1
2022-12-30 06:00:00,2022-12-30 20:00:00,15
2022-12-30 22:00:00,2022-12-31 02:00:00,5
2022-12-31 04:00:00,2022-12-31 04:00:00,1
2022-12-31 06:00:00,2022-12-31 20:00:00,15
2022-12-31 22:00:00,2023-01-01 02:00:00,5
2023-01-01 04:00:00,2023-01-01 04:00:00,1
2023-01-01 06:00:00,2023-01-01 20:00:00,15
2023-01-01 22:00:00,2023-01-03 01:00:00,28
2023-01-03 08:00:00,2023-01-03 13:00:00,6
2023-01-03 16:00:00,2023-01-03 20:00:00,5
2023-01-04 06:00:00,2023-01-04 17:00:00,12
2023-01-04 19:00:00,2023-01-04 20:00:00,2
2023-01-05 07:00:00,2023-01-05 16:00:00,10
2023-01-06 00:00:00,2023-01-06 00:00:00,1
2023-01-06 05:00:00,2023-01-06 23:00:00,19
2023-01-07 01:00:00,2023-01-07 03:00:00,3
2023-01-07 05:00:00,2023-01-08 03:00:00,23
2023-01-08 05:00:00,2023-01-08 23:00:00,19
2023-01-09 07:00:00,2023-01-09 17:00:00,11
2023-01-09 19:00:00,2023-01-09 22:00:00,4
2023-01-10 04:00:00,2023-01-10 05:00:00,2
2023-01-10 07:00:00,2023-01-10 20:00:00,14
2023-01-11 05:00:00,2023-01-11 16:00:00,12
2023-01-11 18:00:00,2023-01-11 22:00:00,5
2023-01-12 07:00:00,2023-01-12 17:00:00,11
2023-01-12 19:00:00,2023-01-12 19:00:00,1
2023-01-12 21:00:00,2023-01-12 23:00:00,3
2023-01-13 05:00:00,2023-02-01 01:00:00,453
2023-02-01 04:00:00,2023-02-01 04:00:00,1
2023-02-01 06:00:00,2023-02-01 06:00:00,1
2023-02-01 08:00:00,2023-02-01 20:00:00,13
2023-02-01 22:00:00,2023-02-01 22:00:00,1
2023-02-02 00:00:00,2023-02-03 01:00:00,26
2023-02-03 08:00:00,2023-02-03 13:00:00,6
2023-02-03 16:00:00,2023-02-03 20:00:00,5
2023-02-04 06:00:00,2023-02-04 17:00:00,12
2023-02-04 20:00:00,2023-02-04 20:00:00,1
2023-02-05 07:00:00,2023-02-05 16:00:00,10
2023-02-06 00:00:00,2023-02-06 00:00:00,1
2023-02-06 05:00:00,2023-02-06 23:00:00,19
2023-02-07 01:00:00,2023-02-07 03:00:00,3
2023-02-07 05:00:00,2023-02-08 03:00:00,23
2023-02-08 05:00:00,2023-02-08 23:00:00,19
2023-02-09 07:00:00,2023-02-09 17:00:00,11
2023-02-09 19:00:00,2023-02-09 19:00:00,1
2023-02-09 21:00:00,2023-02-09 21:00:00,1
2023-02-10 04:00:00,2023-02-10 05:00:00,2
2023-02-10 07:00:00,2023-02-10 21:00:00,15
2023-02-11 05:00:00,2023-02-11 09:00:00,5
2023-02-11 11:00:00,2023-02-11 16:00:00,6
2023-02-11 18:00:00,2023-02-11 22:00:00,5
2023-02-12 07:00:00,2023-02-12 17:00:00,11
2023-02-12 19:00:00,2023-02-12 19:00:00,1
2023-02-12 21:00:00,2023-02-18 01:00:00,125
2023-02-18 07:00:00,2023-02-18 20:00:00,14
2023-02-19 07:00:00,2023-02-19 20:00:00,14
2023-02-20 07:00:00,2023-02-20 20:00:00,14
2023-02-21 07:00:00,2023-02-21 20:00:00,14
2023-02-22 07:00:00,2023-02-22 20:00:00,14
2023-02-23 07:00:00,2023-02-23 20:00:00,14
2023-02-24 07:00:00,2023-02-24 20:00:00,14
2023-02-25 08:00:00,2023-02-25 12:00:00,5
2023-02-25 15:00:00,2023-02-25 20:00:00,6
2023-02-26 08:00:00,2023-02-26 12:00:00,5
2023-02-26 16:00:00,2023-02-26 20:00:00,5
2023-02-27 08:00:00,2023-02-27 13:00:00,6
2023-02-27 16:00:00,2023-02-27 20:00:00,5
2023-02-28 00:00:00,2023-02-28 05:00:00,6
2023-02-28 08:00:00,2023-02-28 13:00:00,6
2023-02-28 16:00:00,2023-02-28 20:00:00,5
2023-03-01 00:00:00,2023-03-01 01:00:00,2
2023-03-01 04:00:00,2023-03-01 04:00:00,1
2023-03-01 06:00:00,2023-03-01 06:00:00,1
2023-03-01 08:00:00,2023-03-01 20:00:00,13
2023-03-01 22:00:00,2023-03-01 22:00:00,1
2023-03-02 00:00:00,2023-03-03 01:00:00,26
2023-03-03 08:00:00,2023-03-03 13:00:00,6
2023-03-03 16:00:00,2023-03-03 20:00:00,5
2023-03-04 06:00:00,2023-03-04 17:00:00,12
2023-03-04 20:00:00,2023-03-04 20:00:00,1
2023-03-05 07:00:00,2023-03-05 16:00:00,10
2023-03-05 21:00:00,2023-03-05 21:00:00,1
2023-03-06 00:00:00,2023-03-06 00:00:00,1
2023-03-06 05:00:00,2023-03-06 23:00:00,19
2023-03-07 01:00:00,2023-03-07 03:00:00,3
2023-03-07 05:00:00,2023-03-08 03:00:00,23
2023-03-08 05:00:00,2023-03-08 23:00:00,19
2023-03-09 07:00:00,2023-03-09 17:00:00,11
2023-03-09 19:00:00,2023-03-09 19:00:00,1
2023-03-10 04:00:00,2023-03-10 05:00:00,2
2023-03-10 07:00:00,2023-03-10 21:00:00,15
2023-03-11 06:00:00,2023-03-11 16:00:00,11
2023-03-11 18:00:00,2023-03-11 22:00:00,5
2023-03-12 07:00:00,2023-03-12 17:00:00,11
2023-03-12 19:00:00,2023-03-12 19:00:00,1
2023-03-12 21:00:00,2023-03-13 01:00:00,5
2023-03-13 06:00:00,2023-03-13 06:00:00,1
2023-03-13 09:00:00,2023-03-13 17:00:00,9
2023-03-13 19:00:00,2023-03-13 19:00:00,1
2023-03-14 00:00:00,2023-03-14 01:00:00,2
2023-03-14 06:00:00,2023-03-14 17:00:00,12
2023-03-14 19:00:00,2023-03-14 19:00:00,1
2023-03-15 00:00:00,2023-03-15 01:00:00,2
2023-03-15 06:00:00,2023-03-15 17:00:00,12
2023-03-15 19:00:00,2023-03-15 19:00:00,1
2023-03-16 00:00:00,2023-03-16 01:00:00,2
2023-03-16 06:00:00,2023-03-16 17:00:00,12
2023-03-16 19:00:00,2023-03-16 19:00:00,1
2023-03-17 00:00:00,2023-03-17 01:00:00,2
2023-03-17 07:00:00,2023-03-17 17:00:00,11
2023-03-17 19:00:00,2023-03-17 19:00:00,1
2023-03-18 00:00:00,2023-03-18 01:00:00,2
2023-03-18 06:00:00,2023-03-18 17:00:00,12
2023-03-18 19:00:00,2023-03-18 19:00:00,1
2023-03-19 00:00:00,2023-03-19 01:00:00,2
2023-03-19 06:00:00,2023-03-19 17:00:00,12
2023-03-19 19:00:00,2023-03-19 19:00:00,1
2023-03-20 00:00:00,2023-03-20 01:00:00,2
2023-03-20 06:00:00,2023-03-20 17:00:00,12
2023-03-20 19:00:00,2023-03-20 19:00:00,1
2023-03-21 00:00:00,2023-03-21 01:00:00,2
2023-03-21 06:00:00,2023-03-21 17:00:00,12
2023-03-21 19:00:00,2023-03-21 19:00:00,1
2023-03-22 00:00:00,2023-03-22 01:00:00,2
2023-03-22 06:00:00,2023-03-22 17:00:00,12
2023-03-22 19:00:00,2023-03-22 19:00:00,1
2023-03-23 00:00:00,2023-03-23 01:00:00,2
2023-03-23 06:00:00,2023-03-23 17:00:00,12
2023-03-23 19:00:00,2023-03-23 19:00:00,1
2023-03-24 00:00:00,2023-03-24 01:00:00,2
2023-03-24 06:00:00,2023-03-24 17:00:00,12
2023-03-24 19:00:00,2023-03-24 19:00:00,1
2023-03-25 00:00:00,2023-03-25 01:00:00,2
2023-03-25 06:00:00,2023-03-25 17:00:00,12
2023-03-25 19:00:00,2023-03-25 19:00:00,1
2023-03-26 00:00:00,2023-03-26 01:00:00,2
2023-03-26 06:00:00,2023-03-26 17:00:00,12
2023-03-26 19:00:00,2023-03-26 19:00:00,1
2023-03-27 00:00:00,2023-03-27 01:00:00,2
2023-03-27 06:00:00,2023-03-27 17:00:00,12
2023-03-27 19:00:00,2023-03-27 19:00:00,1
2023-03-28 00:00:00,2023-03-28 01:00:00,2
2023-03-28 06:00:00,2023-03-28 17:00:00,12
2023-03-28 19:00:00,2023-03-28 20:00:00,2
2023-03-29 00:00:00,2023-03-29 01:00:00,2
2023-03-29 06:00:00,2023-03-29 17:00:00,12
2023-03-29 19:00:00,2023-03-29 20:00:00,2
2023-03-30 00:00:00,2023-03-30 01:00:00,2
2023-03-30 06:00:00,2023-03-30 17:00:00,12
2023-03-30 19:00:00,2023-03-30 20:00:00,2
2023-03-31 06:00:00,2023-03-31 20:00:00,15
2023-04-01 00:00:00,2023-04-01 01:00:00,2
2023-04-01 04:00:00,2023-04-01 04:00:00,1
2023-04-01 06:00:00,2023-04-01 20:00:00,15
2023-04-01 22:00:00,2023-04-01 22:00:00,1
2023-04-02 00:00:00,2023-04-03 01:00:00,26
2023-04-03 09:00:00,2023-04-03 13:00:00,5
2023-04-03 16:00:00,2023-04-03 20:00:00,5
2023-04-04 06:00:00,2023-04-04 17:00:00,12
2023-04-04 20:00:00,2023-04-04 20:00:00,1
2023-04-05 07:00:00,2023-04-05 16:00:00,10
2023-04-05 21:00:00,2023-04-05 21:00:00,1
2023-04-06 00:00:00,2023-04-06 00:00:00,1
2023-04-06 05:00:00,2023-04-06 23:00:00,19
2023-04-07 01:00:00,2023-04-07 03:00:00,3
2023-04-07 05:00:00,2023-04-08 03:00:00,23
2023-04-08 05:00:00,2023-04-08 23:00:00,19
2023-04-09 07:00:00,2023-04-09 17:00:00,11
2023-04-09 19:00:00,2023-04-09 19:00:00,1
2023-04-10 04:00:00,2023-04-10 05:00:00,2
2023-04-10 07:00:00,2023-04-10 21:00:00,15
2023-04-11 06:00:00,2023-04-11 16:00:00,11
2023-04-11 18:00:00,2023-04-11 22:00:00,5
2023-04-12 07:00:00,2023-04-12 17:00:00,11
2023-04-12 19:00:00,2023-04-12 19:00:00,1
2023-04-12 21:00:00,2023-04-12 23:00:00,3
2023-04-13 07:00:00,2023-04-13 08:00:00,2
2023-04-13 10:00:00,2023-04-13 16:00:00,7
2023-04-13 20:00:00,2023-04-13 20:00:00,1
2023-04-14 10:00:00,2023-04-14 16:00:00,7
2023-04-14 20:00:00,2023-04-14 20:00:00,1
2023-04-15 10:00:00,2023-04-15 16:00:00,7
2023-04-15 20:00:00,2023-04-15 20:00:00,1
2023-04-16 10:00:00,2023-04-16 16:00:00,7
2023-04-16 20:00:00,2023-04-16 20:00:00,1
2023-04-17 10:00:00,2023-04-17 16:00:00,7
2023-04-17 20:00:00,2023-04-17 20:00:00,1
2023-04-18 10:00:00,2023-04-18 16:00:00,7
2023-04-18 20:00:00,2023-04-18 20:00:00,1
