start,end,length
2021-09-12 09:00:00,2021-09-12 12:00:00,4
2021-09-14 07:00:00,2021-09-14 07:00:00,1
2021-09-16 07:00:00,2021-09-16 07:00:00,1
2021-09-16 09:00:00,2021-09-16 09:00:00,1
2021-09-16 11:00:00,2021-09-16 13:00:00,3
2021-09-17 08:00:00,2021-09-17 08:00:00,1
2021-09-17 11:00:00,2021-09-17 11:00:00,1
2021-09-20 08:00:00,2021-09-20 09:00:00,2
2021-09-20 12:00:00,2021-09-20 12:00:00,1
2021-09-20 15:00:00,2021-09-20 15:00:00,1
2021-09-21 06:00:00,2021-09-21 06:00:00,1
2021-09-21 12:00:00,2021-09-21 12:00:00,1
2021-09-21 15:00:00,2021-09-21 16:00:00,2
2021-09-23 08:00:00,2021-09-23 20:00:00,13
2021-09-24 07:00:00,2021-09-24 07:00:00,1
2021-09-24 09:00:00,2021-09-24 10:00:00,2
2021-09-27 06:00:00,2021-09-27 07:00:00,2
2021-09-27 09:00:00,2021-09-27 10:00:00,2
2021-09-27 17:00:00,2021-09-27 18:00:00,2
2021-09-28 08:00:00,2021-09-28 08:00:00,1
2021-09-28 12:00:00,2021-09-28 14:00:00,3
2021-09-29 08:00:00,2021-09-29 08:00:00,1
2021-09-29 13:00:00,2021-09-29 16:00:00,4
2021-09-30 09:00:00,2021-09-30 09:00:00,1
2021-09-30 12:00:00,2021-09-30 12:00:00,1
2021-09-30 14:00:00,2021-09-30 15:00:00,2
2021-10-05 07:00:00,2021-10-05 07:00:00,1
2021-10-06 06:00:00,2021-10-06 06:00:00,1
2021-10-06 08:00:00,2021-10-06 09:00:00,2
2021-10-11 04:00:00,2021-10-11 23:00:00,20
2021-10-13 08:00:00,2021-10-13 08:00:00,1
2021-10-13 12:00:00,2021-10-13 17:00:00,6
2021-10-14 06:00:00,2021-10-14 06:00:00,1
2021-10-14 08:00:00,2021-10-14 09:00:00,2
2021-10-14 13:00:00,2021-10-14 13:00:00,1
2021-10-14 16:00:00,2021-10-14 16:00:00,1
2021-10-15 09:00:00,2021-10-15 09:00:00,1
2021-10-15 13:00:00,2021-10-15 13:00:00,1
2021-10-17 08:00:00,2021-10-17 08:00:00,1
2021-10-18 07:00:00,2021-10-18 08:00:00,2
2021-10-18 10:00:00,2021-10-18 11:00:00,2
2021-10-18 13:00:00,2021-10-18 13:00:00,1
2021-10-18 15:00:00,2021-10-18 15:00:00,1
2021-10-18 17:00:00,2021-10-18 17:00:00,1
2021-10-19 08:00:00,2021-10-19 09:00:00,2
2021-10-19 11:00:00,2021-10-19 17:00:00,7
2021-10-20 08:00:00,2021-10-20 12:00:00,5
2021-10-20 14:00:00,2021-10-20 14:00:00,1
2021-10-21 06:00:00,2021-10-21 06:00:00,1
2021-10-21 08:00:00,2021-10-21 10:00:00,3
2021-10-22 07:00:00,2021-10-22 08:00:00,2
2021-10-25 06:00:00,2021-10-25 07:00:00,2
2021-10-25 12:00:00,2021-10-25 12:00:00,1
2021-10-26 06:00:00,2021-10-26 13:00:00,8
2021-10-27 06:00:00,2021-10-27 12:00:00,7
2021-10-27 14:00:00,2021-10-27 15:00:00,2
2021-10-28 06:00:00,2021-10-28 07:00:00,2
2021-10-28 09:00:00,2021-10-28 09:00:00,1
2021-10-28 13:00:00,2021-10-28 13:00:00,1
2021-10-29 08:00:00,2021-10-29 11:00:00,4
2021-10-29 13:00:00,2021-10-29 13:00:00,1
2021-10-31 08:00:00,2021-10-31 08:00:00,1
2021-11-05 07:00:00,2021-11-05 07:00:00,1
2021-11-05 13:00:00,2021-11-05 13:00:00,1
2021-11-10 07:00:00,2021-11-10 07:00:00,1
2021-11-10 12:00:00,2021-11-10 12:00:00,1
2021-11-10 14:00:00,2021-11-10 14:00:00,1
2021-11-10 17:00:00,2021-11-10 18:00:00,2
2021-11-11 00:00:00,2021-11-11 01:00:00,2
2021-11-11 04:00:00,2021-11-11 05:00:00,2
2021-11-11 07:00:00,2021-11-11 17:00:00,11
2021-11-14 08:00:00,2021-11-14 08:00:00,1
2021-11-14 13:00:00,2021-11-14 13:00:00,1
2021-11-15 07:00:00,2021-11-15 18:00:00,12
2021-11-16 04:00:00,2021-11-16 04:00:00,1
2021-11-16 06:00:00,2021-11-16 18:00:00,13
2021-11-17 06:00:00,2021-11-17 19:00:00,14
2021-11-18 01:00:00,2021-11-18 20:00:00,20
2021-11-19 02:00:00,2021-11-19 18:00:00,17
2021-11-20 02:00:00,2021-11-20 02:00:00,1
2021-11-20 06:00:00,2021-11-20 08:00:00,3
2021-11-21 07:00:00,2021-11-21 07:00:00,1
2021-11-21 12:00:00,2021-11-21 12:00:00,1
2021-11-21 14:00:00,2021-11-21 14:00:00,1
2021-11-22 01:00:00,2021-11-22 02:00:00,2
2021-11-22 06:00:00,2021-11-22 19:00:00,14
2021-11-23 05:00:00,2021-11-23 21:00:00,17
2021-11-24 07:00:00,2021-11-24 16:00:00,10
2021-11-25 09:00:00,2021-11-25 14:00:00,6
2021-11-25 16:00:00,2021-11-25 16:00:00,1
2021-11-26 08:00:00,2021-11-26 10:00:00,3
2021-11-26 13:00:00,2021-11-26 13:00:00,1
2021-11-27 01:00:00,2021-11-27 03:00:00,3
2021-11-29 07:00:00,2021-11-29 16:00:00,10
2021-11-30 10:00:00,2021-11-30 16:00:00,7
2021-12-04 09:00:00,2021-12-04 10:00:00,2
2021-12-05 07:00:00,2021-12-05 07:00:00,1
2021-12-05 09:00:00,2021-12-05 09:00:00,1
2021-12-07 13:00:00,2021-12-07 13:00:00,1
2021-12-08 06:00:00,2021-12-08 06:00:00,1
2021-12-10 08:00:00,2021-12-10 09:00:00,2
2021-12-10 11:00:00,2021-12-10 14:00:00,4
2021-12-11 04:00:00,2021-12-11 12:00:00,9
2021-12-11 14:00:00,2021-12-11 14:00:00,1
2021-12-13 10:00:00,2021-12-13 10:00:00,1
2021-12-14 12:00:00,2021-12-14 12:00:00,1
2021-12-15 10:00:00,2021-12-15 11:00:00,2
2021-12-16 09:00:00,2021-12-16 09:00:00,1
2021-12-17 10:00:00,2021-12-17 11:00:00,2
2022-01-02 07:00:00,2022-01-02 12:00:00,6
2022-01-02 14:00:00,2022-01-02 14:00:00,1
2022-01-11 22:00:00,2022-01-11 22:00:00,1
2022-01-13 09:00:00,2022-01-13 10:00:00,2
2022-01-17 09:00:00,2022-01-17 10:00:00,2
2022-01-17 12:00:00,2022-01-17 12:00:00,1
2022-01-17 15:00:00,2022-01-17 15:00:00,1
2022-01-18 10:00:00,2022-01-18 10:00:00,1
2022-01-18 15:00:00,2022-01-18 15:00:00,1
2022-01-19 10:00:00,2022-01-19 12:00:00,3
2022-01-20 08:00:00,2022-01-20 08:00:00,1
2022-01-20 11:00:00,2022-01-20 16:00:00,6
2022-01-21 08:00:00,2022-01-21 09:00:00,2
2022-01-21 11:00:00,2022-01-21 11:00:00,1
2022-01-21 13:00:00,2022-01-21 13:00:00,1
2022-01-24 07:00:00,2022-01-24 12:00:00,6
2022-01-24 15:00:00,2022-01-24 16:00:00,2
2022-01-25 08:00:00,2022-01-25 12:00:00,5
2022-01-25 16:00:00,2022-01-25 16:00:00,1
2022-01-26 09:00:00,2022-01-26 09:00:00,1
2022-01-26 11:00:00,2022-01-26 12:00:00,2
2022-01-27 08:00:00,2022-01-27 11:00:00,4
2022-01-27 15:00:00,2022-01-27 15:00:00,1
2022-01-28 13:00:00,2022-01-28 13:00:00,1
2022-01-31 09:00:00,2022-01-31 10:00:00,2
2022-01-31 12:00:00,2022-01-31 13:00:00,2
2022-02-02 08:00:00,2022-02-02 13:00:00,6
2022-02-02 15:00:00,2022-02-02 16:00:00,2
2022-02-06 16:00:00,2022-02-06 16:00:00,1
2022-02-10 10:00:00,2022-02-10 10:00:00,1
2022-02-11 06:00:00,2022-02-11 06:00:00,1
2022-02-11 09:00:00,2022-02-11 09:00:00,1
2022-02-16 16:00:00,2022-02-16 16:00:00,1
2022-02-22 11:00:00,2022-02-22 11:00:00,1
2022-03-02 09:00:00,2022-03-02 10:00:00,2
2022-03-02 14:00:00,2022-03-02 14:00:00,1
2022-03-06 08:00:00,2022-03-06 08:00:00,1
2022-03-11 15:00:00,2022-03-11 15:00:00,1
2022-04-01 09:00:00,2022-04-01 09:00:00,1
2022-04-02 10:00:00,2022-04-02 10:00:00,1
2022-04-10 23:00:00,2022-04-10 23:00:00,1
2022-04-20 09:00:00,2022-04-20 09:00:00,1
2022-05-05 08:00:00,2022-05-05 08:00:00,1
2022-05-10 06:00:00,2022-05-10 06:00:00,1
2022-05-10 10:00:00,2022-05-10 11:00:00,2
2022-05-10 13:00:00,2022-05-10 13:00:00,1
2022-05-10 15:00:00,2022-05-10 15:00:00,1
2022-05-24 09:00:00,2022-05-24 09:00:00,1
2022-07-02 08:00:00,2022-07-02 11:00:00,4
2022-08-02 08:00:00,2022-08-02 08:00:00,1
2022-08-02 11:00:00,2022-08-02 11:00:00,1
2022-08-02 13:00:00,2022-08-02 13:00:00,1
2022-08-29 16:00:00,2022-08-29 17:00:00,2
2022-10-01 08:00:00,2022-10-01 12:00:00,5
2022-10-02 08:00:00,2022-10-02 08:00:00,1
2022-10-13 07:00:00,2022-10-13 07:00:00,1
2022-10-13 09:00:00,2022-10-13 09:00:00,1
2022-10-14 08:00:00,2022-10-14 08:00:00,1
2022-10-14 10:00:00,2022-10-14 10:00:00,1
2022-10-14 12:00:00,2022-10-14 12:00:00,1
2022-10-14 15:00:00,2022-10-14 17:00:00,3
2022-10-17 10:00:00,2022-10-17 10:00:00,1
2022-10-18 09:00:00,2022-10-18 09:00:00,1
2022-10-20 15:00:00,2022-10-20 15:00:00,1
2022-11-10 11:00:00,2022-11-10 11:00:00,1
2022-12-01 09:00:00,2022-12-01 11:00:00,3
